Recipe_ID,Dish Name,Original Ingredient,Category,Quantity,Unit (Original),Standardised Ingredient,Unit (Standardised)
213,Amritsari Wadi Aloo,"2 gram, Whole Cumin Seeds",Spices (Whole/Seeds),2,gram,Whole Cumin Seeds,g
213,Amritsari Wadi Aloo,"1 teaspoon, Salt",Salt/Seasonings,1,teaspoon,Salt,tsp
213,Amritsari Wadi Aloo,"3 tsp(s), Rapeseed Oil",Oils/Fats,3,tsp,Rapeseed Oil,tsp
213,Amritsari Wadi Aloo,"2 gram(s), Mustard Seed",Spices (Whole/Seeds),2,gram,Mustard Seed,g
213,Amritsari Wadi Aloo,"200 gram, Tomato",Vegetables,200,gram,Tomato,g
213,Amritsari Wadi Aloo,"100 gram, Potato",Vegetables,100,gram,Potato,g
213,Amritsari Wadi Aloo,"180 gram, Onion",Vegetables,180,gram,Onion,g
213,Amritsari Wadi Aloo,"1 Tbsp [6g], Raw",Other,1,Tbsp [g],,tbsp
213,Amritsari Wadi Aloo,"2 g, Chilli Powder",Spices (Powder),2,g,Chilli Powder,g
213,Amritsari Wadi Aloo,"2 gram, Turmeric",Spices (Powder),2,gram,Turmeric,g
213,Amritsari Wadi Aloo,"151.50 g, Punjabi Wadi",Other,151.5,g,Punjabi Wadi,g
214,Pyaz Paranthas,"0.20 tsp, Salt",Salt/Seasonings,0.2,tsp,Salt,tsp
214,Pyaz Paranthas,"5 g, Finger Chillies",Vegetables,5,g,Finger Chillies,g
214,Pyaz Paranthas,"0.20 kg(s), Red onion",Vegetables,0.2,kg,Red Onion,kg
214,Pyaz Paranthas,"49.50 gms, Chakki atta",Grains/Flour,49.5,gms,Chakki Atta,g
214,Pyaz Paranthas,"1 tbsp, Cilantro",Fresh Aromatics,1,tbsp,Cilantro,tbsp
214,Pyaz Paranthas,"1.25 tsp(s), 100% Rapeseed Oil",Oils/Fats,1.25,tsp,Rapeseed Oil,tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1 tablespoon, Thyme, fresh",Other,1,tablespoon,"Thyme, Fresh",tbsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1 tablespoon, Olive Oil",Oils/Fats,1,tablespoon,Olive Oil,tbsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1.50 cup dry, French Green Lentils",Legumes/Dals,1.5,cup dry,French Green Lentils,cup dry
215,Green Lentil Soup with Coconut Milk and Indian Spices,"0.10 kg, Yellow onion",Vegetables,0.1,kg,Yellow Onion,kg
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1.50 tablespoon, Butter, unsalted",Oils/Fats,1.5,tablespoon,"Butter, Unsalted",tbsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"0.25 tsp, Cinnamon, ground",Spices (Powder),0.25,tsp,"Cinnamon, Ground",tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"0.50 tsp, ground, Black pepper",Spices (Powder),0.5,tsp,"Ground, Black Pepper",tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1 tsp, Cloves",Spices (Whole/Seeds),1,tsp,Cloves,tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"0.50 tsp, ground, Ground Cardamom",Spices (Whole/Seeds),0.5,tsp,"Ground, Ground Cardamom",tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"0.06 teaspoon, Spices, nutmeg, ground",Spices (Powder),0.06,teaspoon,"Nutmeg, Ground",tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1 cup, Kosher Salt",Salt/Seasonings,1,cup,Kosher Salt,cup
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1.50 teaspoon, Spices, turmeric, ground",Spices (Powder),1.5,teaspoon,Ground Turmeric,tsp
215,Green Lentil Soup with Coconut Milk and Indian Spices,"281.07 ml, Coconut Milk, Unsweetened",Nuts/Coconut,281.07,ml,"Coconut Milk, Unsweetened",ml
215,Green Lentil Soup with Coconut Milk and Indian Spices,"1 Cube, Veg Stock Cube",Liquids,1,Cube,Veg Stock Cube,cube
216,Cocktail: Seedlip Eastside,"3 slice, Cucumber",Other,3,slice,Cucumber,slice
216,Cocktail: Seedlip Eastside,"6 fresh leaves, Mint Leaves🍃",Fresh Aromatics,6,fresh leaves,Mint Leaves🍃,fresh leaves
216,Cocktail: Seedlip Eastside,"50 ml, Garden 108",Other,50,ml,Garden 108,ml
216,Cocktail: Seedlip Eastside,"2.50 tsp, Lime juice",Citrus/Acid,2.5,tsp,Lime Juice,tsp
216,Cocktail: Seedlip Eastside,"0.75 fluid ounce, Crawley's Bartender - Cocktail Simple Syrup",Salt/Seasonings,22.18, fluid ounce,Crawley'S Bartender - Cocktail Simple Syrup,ml
217,Dal Bukhara,"200 g, Urid Whole (Black Lentiles)",Legumes/Dals,200,g,Urid Whole (Black Lentiles),g
217,Dal Bukhara,"1 inch thumbsized, Ginger - 1 Inch",Fresh Aromatics,1,inch thumbsized,Fresh Ginger,inch thumbsized
217,Dal Bukhara,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
217,Dal Bukhara,"200 gram, Tomato",Vegetables,200,gram,Tomato,g
217,Dal Bukhara,"3 clove , Garlic",Fresh Aromatics,3,clove,Garlic,clove
217,Dal Bukhara,"0.25 tsp(s), Garam Masala",Spices (Powder),0.25,tsp,Garam Masala,tsp
217,Dal Bukhara,"10 g, Green Chilli Peppers",Vegetables,10,g,Green Chilli Peppers,g
217,Dal Bukhara,"1 tsp(s), Kashmiri Chili Powder",Spices (Powder),1,tsp,Kashmiri Chili Powder,tsp
217,Dal Bukhara,"0.50 container (180 gs ea.), Saucenhalbrahm (Demi-Crème Pour Sauces, Mezza Panna Per Salse)",Other,0.5,container ( gs ea),"Saucenhalbrahm (Demi-Crème Pour Sauces, Mezza Panna Per Salse)",container ( gs ea)
219,Dal - Moong Sabut,"0.50 tsp, Mustard Seed",Spices (Whole/Seeds),0.5,tsp,Mustard Seed,tsp
219,Dal - Moong Sabut,"1.25 tsp, Salt",Salt/Seasonings,1.25,tsp,Salt,tsp
219,Dal - Moong Sabut,"2 gram, hing",Spices (Powder),2,gram,Hing,g
219,Dal - Moong Sabut,"0.50 tsp(s), Coriander Powder",Spices (Powder),0.5,tsp,Coriander Powder,tsp
219,Dal - Moong Sabut,"3 clove , Garlic",Fresh Aromatics,3,clove,Garlic,clove
219,Dal - Moong Sabut,"2 teaspoon, Ginger root - Raw",Fresh Aromatics,2,teaspoon,Fresh Ginger,tsp
219,Dal - Moong Sabut,"0.50 tsp, Turmeric Powder",Spices (Powder),0.5,tsp,Turmeric Powder,tsp
219,Dal - Moong Sabut,"2 g, Dried red chillies 100g",Vegetables,2,g,Dried Red Chillies 100G,g
219,Dal - Moong Sabut,"1.50 teaspoon, Oil, mustard",Oils/Fats,1.5,teaspoon,"Oil, Mustard",tsp
219,Dal - Moong Sabut,"50 gram, Onion",Vegetables,50,gram,Onion,g
219,Dal - Moong Sabut,"200 gm, Mung Beans Dry",Vegetables,200,gm,Mung Beans Dry,g
220,Marion’s Green Smoothie,"1 cup, Grapes",Other,1,cup,Grapes,cup
220,Marion’s Green Smoothie,"1 banana, 1 Banana",Fruits,1,banana,1 Banana,fruit
220,Marion’s Green Smoothie,"1 cup, pieces, Mango",Fruits,1,cup,"Pieces, Mango",cup
220,Marion’s Green Smoothie,"2 cup, Spinach, raw, fresh",Vegetables,2,cup,"Spinach, Fresh",cup
220,Marion’s Green Smoothie,"2 ( 24g ), Medjool Dates, pitted- Net Carb",Fruits,2,( g ),"Medjool Dates, Pitted- Net Carb",g
220,Marion’s Green Smoothie,"1 tbsp, Lemon Zest",Citrus/Acid,1,tbsp,Lemon Zest,tbsp
220,Marion’s Green Smoothie,"2 tbsp, Peanut butter",Nuts/Coconut,2,tbsp,Peanut Butter,tbsp
220,Marion’s Green Smoothie,"250 g, Natural Yoghurt",Dairy,250,g,Natural Yoghurt,g
220,Marion’s Green Smoothie,"1 cup, Milk, reduced fat, 2%",Dairy,1,cup,"Milk, Reduced Fat, 2%",cup
222,Cocktail: Negroni,"25 ml, Vermouth",Alcohol/Cocktail,25,ml,Sweet Vermouth,ml
222,Cocktail: Negroni,"25 ml, Beefeater Gin 47% Alc.",Alcohol/Cocktail,25,ml,London Dry Gin,ml
222,Cocktail: Negroni,"25 ml(s), Campari",Alcohol/Cocktail,25,ml,Campari,ml
223,Pesarattu recipe,"0.75 tsp, whole, Spices, cumin seed",Spices (Whole/Seeds),0.75,tsp,Cumin Seed,tsp
223,Pesarattu recipe,"8 g, Coriander leaves, fresh",Fresh Aromatics,8,g,"Coriander Leaves, Fresh",g
223,Pesarattu recipe,"0.75 cup (8 fl oz), Water",Liquids,0.75,cup ( fl oz),Water,cup
223,Pesarattu recipe,"130 g, Whole Moong Beans",Legumes/Dals,130,g,Whole Moong Beans,g
223,Pesarattu recipe,"29.70 g, Idli Rice",Grains/Flour,29.7,g,Idli Rice,g
223,Pesarattu recipe,"0.50 tablespoon, Ginger, raw",Fresh Aromatics,0.5,tablespoon,Fresh Ginger,tbsp
223,Pesarattu recipe,"2 gram, Asafoetida, compounded",Spices (Powder),2,gram,"Asafoetida, Compounded",g
223,Pesarattu recipe,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
223,Pesarattu recipe,"5 g, Finger Chillies",Vegetables,5,g,Finger Chillies,g
223,Pesarattu recipe,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
223,Pesarattu recipe,"1 tsp, Fenugreek Seed",Spices (Whole/Seeds),1,tsp,Fenugreek Seed,tsp
224,Plain(ish) Khichadi,"99.00 g, Tilda Basmati Rice",Grains/Flour,99, g,Tilda Basmati Rice,g
224,Plain(ish) Khichadi,"0.25 teaspoon, Black Cardamom seeds",Spices (Whole/Seeds),0.25,teaspoon,Black Cardamom Seeds,tsp
224,Plain(ish) Khichadi,"0.25 tsp, ground, Black Pepper",Spices (Powder),0.25,tsp,"Ground, Black Pepper",tsp
224,Plain(ish) Khichadi,"1 teaspoon, Cumin Seed",Spices (Whole/Seeds),1,teaspoon,Cumin Seed,tsp
224,Plain(ish) Khichadi,"100 gram, Onion",Vegetables,100,gram,Onion,g
224,Plain(ish) Khichadi,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
224,Plain(ish) Khichadi,"50 gram, Mung Dal",Legumes/Dals,50,gram,Mung Dal,g
224,Plain(ish) Khichadi,"2 clove, Whole Cloves",Spices (Whole/Seeds),2,clove,Whole Cloves,clove
224,Plain(ish) Khichadi,"1.50 tsp, Rapeseed Oil",Oils/Fats,1.5,tsp,Rapeseed Oil,tsp
225,Sabzi - Aloo Phaliyaan,"0.75 tsp, Salt",Salt/Seasonings,0.75,tsp,Salt,tsp
225,Sabzi - Aloo Phaliyaan,"0.50 tsp(s), Turmeric Powder",Spices (Powder),0.5,tsp,Turmeric Powder,tsp
225,Sabzi - Aloo Phaliyaan,"3 gram, hing",Spices (Powder),3,gram,Hing,g
225,Sabzi - Aloo Phaliyaan,"5 grams, Dried Red Chilli",Vegetables,5,grams,Dried Red Chilli,g
225,Sabzi - Aloo Phaliyaan,"1.50 teaspoon, Oil, mustard",Oils/Fats,1.5,teaspoon,"Oil, Mustard",tsp
225,Sabzi - Aloo Phaliyaan,"150 gram, Potato",Vegetables,150,gram,Potato,g
225,Sabzi - Aloo Phaliyaan,"1 tsp(s), Coriander Powder",Spices (Powder),1,tsp,Coriander Powder,tsp
225,Sabzi - Aloo Phaliyaan,"300 g, Grüne Bohnen",Other,300,g,Grüne Bohnen,g
225,Sabzi - Aloo Phaliyaan,"1 tsp, Cumin seed",Spices (Whole/Seeds),1,tsp,Cumin Seed,tsp
226,Sabzi - Lobiya,"200 grams, Onion",Vegetables,200,grams,Onion,g
226,Sabzi - Lobiya,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
226,Sabzi - Lobiya,"160 g (typical tomato), Tomatoes on the Vine",Vegetables,160,g (typical tomato),Tomatoes On The Vine,g (typical tomato)
226,Sabzi - Lobiya,"15 g, Ginger",Fresh Aromatics,15,g,Fresh Ginger,g
226,Sabzi - Lobiya,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
226,Sabzi - Lobiya,"5.00 cloves, Garlic, raw",Fresh Aromatics,5, cloves,Garlic,clove
226,Sabzi - Lobiya,"2 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,2,tsp,Rapeseed Oil,tsp
226,Sabzi - Lobiya,"200 g, Black Eye Beans (Dried)",Vegetables,200,g,Black Eye Beans,g
226,Sabzi - Lobiya,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
226,Sabzi - Lobiya,"0.33 g, Coriander Cumin Powder",Spices (Powder),0.33,g,Coriander Cumin Powder,g
227,Spaghetti AOP,"1 tbsp, Parsley",Fresh Aromatics,1,tbsp,Parsley,tbsp
227,Spaghetti AOP,"1 clove , Garlic",Fresh Aromatics,1,clove,Garlic,clove
227,Spaghetti AOP,"0.50 teaspoon, Dried Chilli Flakes",Spices (Whole/Seeds),0.5,teaspoon,Dried Chilli Flakes,tsp
227,Spaghetti AOP,"70 gram, Spaghettoni grossi n. 220",Other,70,gram,Spaghettoni Grossi N. 220,g
227,Spaghetti AOP,"15 ml, Olivenöl",Vegetables,15,ml,Olivenöl,ml
229,Rajma,"200 g dry, Rose Coco Beans",Vegetables,200,g dry,Rose Coco Beans,g dry
229,Rajma,"1 tsp(s), 100% Rapeseed Oil",Oils/Fats,1,tsp,Rapeseed Oil,tsp
229,Rajma,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
229,Rajma,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
229,Rajma,"200 grams, Tomatoes",Vegetables,200,grams,Tomatoes,g
229,Rajma,"1 teaspoon, Salt",Salt/Seasonings,1,teaspoon,Salt,tsp
229,Rajma,"100 grams, Onion",Vegetables,100,grams,Onion,g
230,Sabzi - Aloo Gobhi,"280 g, White Potatoes",Vegetables,280,g,White Potatoes,g
230,Sabzi - Aloo Gobhi,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
230,Sabzi - Aloo Gobhi,"1.50 tsp, Salt",Salt/Seasonings,1.5,tsp,Salt,tsp
230,Sabzi - Aloo Gobhi,"125 gram, Onion",Vegetables,125,gram,Onion,g
230,Sabzi - Aloo Gobhi,"2 tsp, Oil, mustard",Oils/Fats,2,tsp,"Oil, Mustard",tsp
230,Sabzi - Aloo Gobhi,"100 g, Garden Peas (Frozen Weight)",Vegetables,100,g,Garden Peas,g
230,Sabzi - Aloo Gobhi,"0.50 tsp, whole, Cumin Seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
230,Sabzi - Aloo Gobhi,"550 g, Cauliflower - Raw",Vegetables,550,g,Cauliflower,g
230,Sabzi - Aloo Gobhi,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
230,Sabzi - Aloo Gobhi,"15 g, Ginger",Fresh Aromatics,15,g,Fresh Ginger,g
230,Sabzi - Aloo Gobhi,"0.10 kg, Tomatoes",Vegetables,0.1,kg,Tomatoes,kg
230,Sabzi - Aloo Gobhi,"2 gram, Coriander Powder",Spices (Powder),2,gram,Coriander Powder,g
233,Curd Rice,"5 g, Urad Dal",Legumes/Dals,5,g,Urad Dal,g
233,Curd Rice,"0.50 tsp, Black Mustard Seeds",Spices (Whole/Seeds),0.5,tsp,Black Mustard Seeds,tsp
233,Curd Rice,"18 sprigs, Coriander Fresh Bunch (Cilantro)",Fresh Aromatics,18,sprigs,Coriander Fresh Bunch (Cilantro),sprigs
233,Curd Rice,"9 ml, blue dragon seasame oil",Oils/Fats,9,ml,Blue Dragon Seasame Oil,ml
233,Curd Rice,"2 g, Fresh Green Chilli",Vegetables,2,g,Fresh Green Chilli,g
233,Curd Rice,"15 g, Ginger",Fresh Aromatics,15,g,Fresh Ginger,g
233,Curd Rice,"130 g, Basmati Rice Uncooked",Grains/Flour,130,g,Basmati Rice Uncooked,g
233,Curd Rice,"270 g, Set Yoghurt",Dairy,270,g,Set Yoghurt,g
233,Curd Rice,"4 g, Curry Leaves Green",Fresh Aromatics,4,g,Curry Leaves Green,g
233,Curd Rice,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
233,Curd Rice,"0.25 cup, Semi Skimmed Milk",Dairy,0.25,cup,Semi Skimmed Milk,cup
233,Curd Rice,"30 g, Pink Peanuts",Nuts/Coconut,30,g,Pink Peanuts,g
233,Curd Rice,"2 gram, Asafoetida, compounded",Spices (Powder),2,gram,"Asafoetida, Compounded",g
234,Dal - Mung chilka,"0.25 tsp(s), Turmeric Powder",Spices (Powder),0.25,tsp,Turmeric Powder,tsp
234,Dal - Mung chilka,"0.25 tsp., Chilli Powder (Spice)",Spices (Powder),0.25,tsp,Chilli Powder (Spice),tsp
234,Dal - Mung chilka,"0.50 tsp(s), Coriander Powder",Spices (Powder),0.5,tsp,Coriander Powder,tsp
234,Dal - Mung chilka,"2 teaspoon, Ginger root - Raw",Fresh Aromatics,2,teaspoon,Fresh Ginger,tsp
234,Dal - Mung chilka,"3 clove , Garlic",Fresh Aromatics,3,clove,Garlic,clove
234,Dal - Mung chilka,"200 gram, Mung dal chilka",Legumes/Dals,200,gram,Mung Dal Chilka,g
234,Dal - Mung chilka,"7.00 ml, Mustard&nbsp;oil",Oils/Fats,7, ml,Mustard Oil,ml
234,Dal - Mung chilka,"1 tablespoon, Cilantro",Fresh Aromatics,1,tablespoon,Cilantro,tbsp
234,Dal - Mung chilka,"1 teaspoon, Salt",Salt/Seasonings,1,teaspoon,Salt,tsp
234,Dal - Mung chilka,"2 gram, hing",Spices (Powder),2,gram,Hing,g
234,Dal - Mung chilka,"1 medium, Tomato",Vegetables,1,medium,Tomato,medium
234,Dal - Mung chilka,"0.50 tsp, whole, Cumin Seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
234,Dal - Mung chilka,"2 g, Cloves, Whole",Spices (Whole/Seeds),2,g,"Cloves, Whole",g
234,Dal - Mung chilka,"5 grams, Dried Red Chilli",Vegetables,5,grams,Dried Red Chilli,g
235,Rishi’s Guacamole,"220 g, Avocado",Other,220,g,Avocado,g
235,Rishi’s Guacamole,"0.06 tsp, Dried Chilli Flakes",Spices (Whole/Seeds),0.06,tsp,Dried Chilli Flakes,tsp
235,Rishi’s Guacamole,"2 tbsp, Cilantro",Fresh Aromatics,2,tbsp,Cilantro,tbsp
235,Rishi’s Guacamole,"35 g, Onion",Vegetables,35,g,Onion,g
235,Rishi’s Guacamole,"0.35 tsp, Salt",Salt/Seasonings,0.35,tsp,Salt,tsp
235,Rishi’s Guacamole,"70 gram, Tomato",Vegetables,70,gram,Tomato,g
235,Rishi’s Guacamole,"0.50 lime yields, Lime Juice",Citrus/Acid,0.5,lime yields,Lime Juice,lime yields
235,Rishi’s Guacamole,"0.06 tsp(s), Black pepper",Vegetables,0.06,tsp,Black Pepper,tsp
236,Stringless Beans,"0.50 tsp (9g), turmeric",Spices (Powder),0.5,tsp (g),Turmeric,tsp (g)
236,Stringless Beans,"200 g, White Potatoes",Vegetables,200,g,White Potatoes,g
236,Stringless Beans,"500 gramme, Haricots coco plats",Other,500,gramme,Haricots Coco Plats,g
236,Stringless Beans,"0.50 tsp, whole, Spices, cumin seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
236,Stringless Beans,"1 tsp, Coriander, Ground",Spices (Powder),1,tsp,"Coriander, Ground",tsp
236,Stringless Beans,"1.50 gram, Asafoetida, compounded",Spices (Powder),1.5,gram,"Asafoetida, Compounded",g
236,Stringless Beans,"10 g, Finger Chillies",Vegetables,10,g,Finger Chillies,g
236,Stringless Beans,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
236,Stringless Beans,"200 g, Onions, raw",Vegetables,200,g,Onions,g
236,Stringless Beans,"2 tbsp, Cilantro",Fresh Aromatics,2,tbsp,Cilantro,tbsp
236,Stringless Beans,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
236,Stringless Beans,"20 g, Ginger",Fresh Aromatics,20,g,Fresh Ginger,g
236,Stringless Beans,"2 tsp, Oil, mustard",Oils/Fats,2,tsp,"Oil, Mustard",tsp
237,Parantha - Mooli,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
237,Parantha - Mooli,"4 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,4,tsp,Rapeseed Oil,tsp
237,Parantha - Mooli,"15 g, Ginger root - Raw",Fresh Aromatics,15,g,Fresh Ginger,g
237,Parantha - Mooli,"250 g, Mooli - Daikon Radish",Vegetables,250,g,Mooli - Daikon Radish,g
237,Parantha - Mooli,"200 g, Chakki Fresh Atta",Grains/Flour,200,g,Chakki Fresh Atta,g
237,Parantha - Mooli,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
237,Parantha - Mooli,"3 g, Medium Green Chillies",Vegetables,3,g,Medium Green Chillies,g
238,Punjabi Kadhi,"2 g (1 tablespoon), Turmeric Powder",Spices (Powder),2,g ( tablespoon),Turmeric Powder,g ( tbsp)
238,Punjabi Kadhi,"0.50 tsp, Fenugreek Seeds",Spices (Whole/Seeds),0.5,tsp,Fenugreek Seeds,tsp
238,Punjabi Kadhi,"375 grams, mild yogurt 3.4% fat",Dairy,375,grams,Mild Yogurt 3.4% Fat,g
238,Punjabi Kadhi,"3 cup (8 fl oz), Water",Liquids,3,cup ( fl oz),Water,cup
238,Punjabi Kadhi,"2 g, Medium Green Chillies",Vegetables,2,g,Medium Green Chillies,g
238,Punjabi Kadhi,"4 g, Red Chillies",Vegetables,4,g,Red Chillies,g
238,Punjabi Kadhi,"60 gram, Chickpea flour",Legumes/Dals,60,gram,Chickpea Flour,g
238,Punjabi Kadhi,"0.06 tsp, Asafoetida Powder - (Hing Spice)",Spices (Powder),0.06,tsp,Asafoetida Powder (Hing),tsp
238,Punjabi Kadhi,"1 tsp, Ginger root - Raw",Fresh Aromatics,1,tsp,Fresh Ginger,tsp
238,Punjabi Kadhi,"1 sprig, curry leaves",Fresh Aromatics,1,sprig,Curry Leaves,sprig
238,Punjabi Kadhi,"2.50 tsp, Oil, mustard",Oils/Fats,2.5,tsp,"Oil, Mustard",tsp
238,Punjabi Kadhi,"0.50 tsp(s), Garam Masala Spice - Powder",Spices (Powder),0.5,tsp,Garam Masala Spice - Powder,tsp
238,Punjabi Kadhi,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
238,Punjabi Kadhi,"0.06 tsp, Asafoetida Powder - (Hing Spice)",Spices (Powder),0.06,tsp,Asafoetida Powder (Hing),tsp
238,Punjabi Kadhi,"1 tsp, Cumin Seeds",Spices (Whole/Seeds),1,tsp,Cumin Seeds,tsp
238,Punjabi Kadhi,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
238,Punjabi Kadhi,"50 g, Red onion",Vegetables,50,g,Red Onion,g
238,Punjabi Kadhi,"5 cloves, Chopped Garlic",Fresh Aromatics,5,cloves,Garlic,clove
239,Beetroot Rice,"1 tsp(s), Udad Dal, Dry, Uncooked",Legumes/Dals,1,tsp,"Udad Dal, Dry, Uncooked",tsp
239,Beetroot Rice,"1 tsp(s), Salt",Salt/Seasonings,1,tsp,Salt,tsp
239,Beetroot Rice,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
239,Beetroot Rice,"1.50 tsp(s), 100% Rapeseed Oil",Oils/Fats,1.5,tsp,Rapeseed Oil,tsp
239,Beetroot Rice,"2 g, Mustard Seed (Black)",Spices (Whole/Seeds),2,g,Mustard Seed (Black),g
239,Beetroot Rice,"200 g, Pure Original Basmati",Other,200,g,Pure Original Basmati,g
239,Beetroot Rice,"3 tbsp(s), Fresh Cilantro",Fresh Aromatics,3,tbsp,Fresh Cilantro,tbsp
239,Beetroot Rice,"4 g, Curry Leaves Green",Fresh Aromatics,4,g,Curry Leaves Green,g
239,Beetroot Rice,"10 g, Green Chillies",Vegetables,10,g,Green Chillies,g
239,Beetroot Rice,"5 gm, Vangi Bhath Powder",Spices (Powder),5,gm,Vangi Bhath Powder,g
239,Beetroot Rice,"4 g, Chana Dal Dry",Legumes/Dals,4,g,Chana Dal Dry,g
239,Beetroot Rice,"1 lemon yields, Lemon juice, raw",Citrus/Acid,1,lemon yields,Lemon Juice,lemon yields
239,Beetroot Rice,"0.50 tsp, whole, Spices, cumin seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
239,Beetroot Rice,"600 g, Beetroot",Vegetables,600,g,Beetroot,g
240,Porridge - Oats & Water,"1 cup (8 fl oz), Water",Liquids,1,cup ( fl oz),Water,cup
240,Porridge - Oats & Water,"50 Gramm, Haferflöckli",Other,50,Gramm,Haferflöckli,g
143,Chia Seed Pudding,"1 gram, Table Salt",Salt/Seasonings,1,gram,Table Salt,gram
143,Chia Seed Pudding,"1 cup, Unsweetend Almond Milk",Dairy,1,cup,Unsweetend Almond Milk,cup
143,Chia Seed Pudding,"2 tbsp(s), Organic Agave Syrup",Salt/Seasonings,2,tbsp(s),Organic Agave Syrup,tbsp(s)
143,Chia Seed Pudding,"1 tsp, Pure Vanilla Extract",Other,1,tsp,Pure Vanilla Extract,tsp
143,Chia Seed Pudding,"0.25 cup(s), Chia Seed",Spices (Whole/Seeds),0.25,cup(s),Chia Seed,cup(s)
143,Chia Seed Pudding,"250 g, Greek Style Unsweetened Yoghurt",Other,250,g,Greek Style Unsweetened Yoghurt,g
242,Everything Green spring salad,"0.50 ounce (28g), Fresh Mint Leaves نعناع أخضر",Fresh Aromatics,0.5,oz (28g),Fresh Mint Leaves نعناع أخضر,oz (28g)
242,Everything Green spring salad,"55 g, Avocado",Fruits,55,g,Avocado,g
242,Everything Green spring salad,"100 g, Baby Leaf - Watercress, Spinach &amp; Rocket",Vegetables,100,g,"Baby Leaf - Watercress, Spinach &amp; Rocket",g
242,Everything Green spring salad,"165 grams, Sugar Snaps",Vegetables,165,g,"Rams, Sugar Snaps",g
242,Everything Green spring salad,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
242,Everything Green spring salad,"18 Grams, Shallot",Fresh Aromatics,18,g,"Rams, Shallot",g
242,Everything Green spring salad,"1 tbsp(s), Olive Oil",Oils/Fats,1,tbsp,Olive Oil,tbsp
242,Everything Green spring salad,"8 grammes, Mustard",Salt/Seasonings,8,gmes,"Rammes, Mustard",gmes
242,Everything Green spring salad,"111.00 g, Fine Asparagus",Vegetables,111,g,Fine Asparagus,g
242,Everything Green spring salad,"70 g, Petits Pois",Vegetables,70,g,Petits Pois,g
242,Everything Green spring salad,"1 tbsp(s), Lemon Juice",Citrus/Acid,1,tbsp,Lemon Juice,tbsp
243,Cauliflower Walnut Meat Taco,"460 g, Cauliflower",Vegetables,460,g,Cauliflower,g
243,Cauliflower Walnut Meat Taco,"1 tbsp, Spices, chili powder",Spices (Powder),1,tbsp,Chilli Powder,tbsp
243,Cauliflower Walnut Meat Taco,"190 gram, walnuts unsalted",Nuts/Coconut,190,g,"Ram, Walnuts Unsalted",g
243,Cauliflower Walnut Meat Taco,"1.40 grams, dried chili",Spices (Whole/Seeds),1.4,g,"Rams, Dried Chili",g
